,Date,AAPL Open (USD),AAPL High (USD),AAPL Low (USD),AAPL Close (USD),AAPL Adj. Close (USD),AAPL Volume (Number of Shares),NDAQ Open (USD),NDAQ High (USD),NDAQ Low (USD),NDAQ Close (USD),NDAQ Adj. Close (USD),NDAQ Volume (Number of Shares)
136,2017-04-18,35.352501,35.509998,35.2775,35.299999,33.037796,58790000,5838.589844,5860.040039,5828.569824,5849.470215,5849.470215,1610230000
137,2017-04-19,35.470001,35.5,35.112499,35.169998,32.916126,69313600,5874.430176,5894.680176,5856.339844,5863.029785,5863.029785,1754240000
138,2017-04-20,35.305,35.73,35.290001,35.610001,33.327927,93278400,5887.870117,5926.22998,5880.200195,5916.779785,5916.779785,1751490000
139,2017-04-21,35.610001,35.669998,35.462502,35.567501,33.288151,69283600,5919.02002,5919.22998,5899.430176,5910.52002,5910.52002,1736420000
140,2017-04-24,35.875,35.987499,35.794998,35.91,33.6087,68537200,5979.959961,5989.919922,5970.25,5983.819824,5983.819824,1842880000
141,2017-04-25,35.977501,36.224998,35.967499,36.1325,33.816944,75486000,6004.160156,6036.02002,6002.649902,6025.490234,6025.490234,1898120000
142,2017-04-26,36.1175,36.150002,35.845001,35.919998,33.618061,80164800,6028.120117,6040.890137,6021.720215,6025.22998,6025.22998,1899570000
143,2017-04-27,35.98,36.040001,35.827499,35.947498,33.643787,56985200,6038.470215,6050.700195,6031.589844,6048.939941,6048.939941,1883610000
144,2017-04-28,36.022499,36.075001,35.817501,35.912498,33.611042,83441600,6072.870117,6074.040039,6040.709961,6047.609863,6047.609863,2005870000
145,2017-05-01,36.275002,36.799999,36.240002,36.645,34.2966,134411600,6067.560059,6100.72998,6061.350098,6091.600098,6091.600098,1763100000
146,2017-05-02,36.884998,37.022499,36.709999,36.877499,34.514191,181408800,6102.509766,6102.720215,6081.560059,6095.370117,6095.370117,2162610000
147,2017-05-03,36.397499,36.872501,36.067501,36.764999,34.408913,182788000,6075.040039,6076.959961,6053.279785,6072.549805,6072.549805,2152850000
148,2017-05-04,36.630001,36.785,36.452499,36.6325,34.284904,93487600,6075.060059,6080.819824,6054.330078,6075.339844,6075.339844,2059820000
149,2017-05-05,36.689999,37.244999,36.689999,37.240002,34.85347,109310800,6091.689941,6100.759766,6067.160156,6100.759766,6100.759766,1903040000
150,2017-05-08,37.2575,38.424999,37.2575,38.252499,35.801075,195009600,6100.660156,6106.120117,6083.060059,6102.660156,6102.660156,1912030000
151,2017-05-09,38.467499,38.720001,38.362499,38.497501,36.030376,156521600,6111.819824,6133.0,6107.589844,6120.589844,6120.589844,2005820000
152,2017-05-10,38.407501,38.485001,38.0275,38.314999,35.859581,103222800,6121.640137,6131.640137,6103.870117,6129.140137,6129.140137,2111850000
153,2017-05-11,38.112499,38.517502,38.077499,38.487499,36.169697,109020400,6110.049805,6120.200195,6075.680176,6115.959961,6115.959961,1952650000
154,2017-05-12,38.674999,39.105,38.6675,39.025002,36.674843,130108000,6119.27002,6122.839844,6105.419922,6121.22998,6121.22998,1749010000
155,2017-05-15,39.002499,39.162498,38.762501,38.924999,36.580849,104038800,6128.109863,6153.040039,6124.790039,6149.669922,6149.669922,1865450000
156,2017-05-16,38.985001,39.014999,38.68,38.8675,36.52681,80194000,6160.52002,6170.160156,6139.100098,6169.870117,6169.870117,2006980000
157,2017-05-17,38.400002,38.642502,37.427502,37.5625,35.300411,203070800,6108.620117,6122.870117,6009.47998,6011.240234,6011.240234,2355460000
158,2017-05-18,37.817501,38.334999,37.782501,38.134998,35.838428,134272800,5998.459961,6073.450195,5996.810059,6055.129883,6055.129883,2134610000
159,2017-05-19,38.345001,38.494999,38.157501,38.264999,35.960598,107843200,6070.22998,6106.549805,6070.22998,6083.700195,6083.700195,1908030000
160,2017-05-22,38.5,38.645,38.227501,38.497501,36.179092,91865600,6098.25,6135.919922,6097.240234,6133.620117,6133.620117,1728190000
161,2017-05-23,38.724998,38.724998,38.327499,38.450001,36.134472,79675600,6149.549805,6150.910156,6121.790039,6138.709961,6138.709961,1709140000
162,2017-05-24,38.459999,38.5425,38.1675,38.334999,36.026382,76712000,6154.180176,6166.089844,6139.330078,6163.02002,6163.02002,1672380000
163,2017-05-25,38.432499,38.587502,38.2575,38.467499,36.150898,76942400,6183.02002,6217.339844,6174.52002,6205.259766,6205.259766,1775750000
164,2017-05-26,38.5,38.560001,38.327499,38.4025,36.089817,87710400,6207.040039,6211.52002,6196.660156,6210.189941,6210.189941,1573200000
165,2017-05-30,38.355,38.607498,38.3325,38.4175,36.103924,80507600,6204.180176,6217.129883,6200.410156,6203.189941,6203.189941,1690930000
166,2017-05-31,38.4925,38.5425,38.095001,38.189999,35.890118,97804800,6221.629883,6221.990234,6164.069824,6198.52002,6198.52002,2212130000
167,2017-06-01,38.2925,38.3325,38.055,38.294998,35.988789,65616400,6215.910156,6247.069824,6200.450195,6246.830078,6246.830078,1946000000
168,2017-06-02,38.395,38.862499,38.2225,38.862499,36.522125,111082800,6261.589844,6308.759766,6253.77002,6305.799805,6305.799805,1825450000
169,2017-06-05,38.584999,38.612499,38.365002,38.482498,36.165012,101326800,6305.470215,6310.620117,6292.149902,6295.680176,6295.680176,1742160000
170,2017-06-06,38.474998,38.952499,38.445,38.612499,36.287174,106499600,6281.879883,6304.209961,6269.870117,6275.060059,6275.060059,1893110000
171,2017-06-07,38.755001,38.994999,38.619999,38.842499,36.503319,84278400,6290.439941,6302.779785,6267.180176,6297.379883,6297.379883,1827220000
172,2017-06-08,38.8125,38.884998,38.599998,38.747501,36.41404,85003200,6311.72998,6324.060059,6282.930176,6321.759766,6321.759766,2134350000
173,2017-06-09,38.797501,38.797501,36.505001,37.244999,35.002037,259530800,6330.25,6341.700195,6137.680176,6207.919922,6207.919922,3154590000
174,2017-06-12,36.435001,36.522499,35.627499,36.355,34.165615,289229200,6153.560059,6183.810059,6110.669922,6175.459961,6175.459961,2588860000
175,2017-06-13,36.790001,36.862499,36.287498,36.647499,34.44051,136661600,6206.120117,6226.410156,6180.040039,6220.370117,6220.370117,2063930000
176,2017-06-14,36.875,36.875,35.959999,36.290001,34.104549,126124800,6237.459961,6237.529785,6153.549805,6194.890137,6194.890137,1949040000
177,2017-06-15,35.830002,36.119999,35.552502,36.072498,33.900146,128661600,6127.049805,6170.149902,6107.850098,6165.5,6165.5,1870010000
178,2017-06-16,35.945,36.125,35.549999,35.567501,33.425545,201444400,6154.279785,6161.560059,6125.5,6151.759766,6151.759766,3133000000
179,2017-06-19,35.915001,36.685001,35.915001,36.584999,34.381771,130165600,6196.850098,6243.310059,6194.0,6239.009766,6239.009766,1989290000
180,2017-06-20,36.717499,36.717499,36.235001,36.252499,34.069294,99600400,6229.620117,6234.009766,6186.939941,6188.029785,6188.029785,2580440000
181,2017-06-21,36.380001,36.517502,36.1525,36.467499,34.271351,85063200,6202.75,6236.660156,6200.859863,6233.950195,6233.950195,2408800000
182,2017-06-22,36.442501,36.674999,36.279999,36.407501,34.214962,76425200,6239.149902,6257.680176,6221.959961,6236.689941,6236.689941,2177430000
183,2017-06-23,36.282501,36.790001,36.2775,36.57,34.367672,141757600,6234.350098,6269.370117,6218.779785,6265.25,6265.25,4164310000
184,2017-06-26,36.7925,37.07,36.345001,36.455002,34.259609,102769600,6292.72998,6303.450195,6233.430176,6247.149902,6247.149902,2155460000
185,2017-06-27,36.252499,36.540001,35.904999,35.932499,33.768566,99047600,6227.899902,6234.319824,6146.620117,6146.620117,6146.620117,2189250000
186,2017-06-28,36.122501,36.5275,35.790001,36.4575,34.261948,88329600,6173.100098,6238.290039,6144.799805,6234.410156,6234.410156,2077390000
187,2017-06-29,36.177502,36.282501,35.57,35.919998,33.756821,125997600,6215.490234,6216.600098,6087.810059,6144.350098,6144.350098,2410510000
188,2017-06-30,36.112499,36.240002,35.945,36.005001,33.836704,92096400,6166.839844,6170.629883,6129.040039,6140.419922,6140.419922,2011720000
189,2017-07-03,36.220001,36.325001,35.775002,35.875,33.714523,57111200,6173.290039,6177.359863,6106.120117,6110.060059,6110.060059,1091030000
190,2017-07-05,35.922501,36.197498,35.68,36.022499,33.853142,86278400,6122.060059,6163.620117,6100.419922,6150.859863,6150.859863,1874040000
191,2017-07-06,35.755001,35.875,35.602501,35.682499,33.533627,96515200,6109.600098,6127.97998,6081.959961,6089.459961,6089.459961,1993290000
192,2017-07-07,35.724998,36.1875,35.724998,36.044998,33.874298,76806800,6111.209961,6164.939941,6111.209961,6153.080078,6153.080078,1712490000
193,2017-07-10,36.0275,36.487499,35.842499,36.264999,34.081036,84362400,6156.029785,6191.27002,6141.830078,6176.390137,6176.390137,1681270000
194,2017-07-11,36.182499,36.462502,36.095001,36.3825,34.191463,79127200,6171.25,6200.580078,6149.870117,6193.299805,6193.299805,1812560000
195,2017-07-12,36.467499,36.544998,36.205002,36.435001,34.24081,99538000,6238.899902,6265.640137,6236.819824,6261.169922,6261.169922,1827740000
196,2017-07-13,36.375,37.122501,36.360001,36.942501,34.717743,100797600,6269.100098,6281.450195,6251.259766,6274.439941,6274.439941,1806160000
197,2017-07-14,36.9925,37.3325,36.8325,37.259998,35.016117,80528400,6289.080078,6321.759766,6278.700195,6312.470215,6312.470215,1615440000
198,2017-07-17,37.205002,37.724998,37.142502,37.389999,35.138298,95174000,6320.350098,6330.970215,6307.339844,6314.430176,6314.430176,1563390000
199,2017-07-18,37.299999,37.532501,37.1675,37.52,35.260468,71475200,6304.819824,6344.549805,6291.069824,6344.310059,6344.310059,1773220000
200,2017-07-19,37.619999,37.855,37.487499,37.755001,35.481316,83692000,6363.240234,6387.72998,6362.189941,6385.040039,6385.040039,1867470000
201,2017-07-20,37.875,37.935001,37.547501,37.584999,35.321556,68974800,6396.459961,6398.259766,6365.680176,6390.0,6390.0,1850000000
202,2017-07-21,37.497501,37.610001,37.220001,37.567501,35.305099,105010400,6383.049805,6388.779785,6365.120117,6387.75,6387.75,1807110000
203,2017-07-24,37.645,38.110001,37.474998,38.022499,35.732704,85972800,6387.819824,6417.700195,6380.609863,6410.810059,6410.810059,1748140000
204,2017-07-25,37.950001,38.459999,37.950001,38.185001,35.885418,75415600,6407.589844,6425.450195,6396.870117,6412.169922,6412.169922,1930840000
205,2017-07-26,38.337502,38.482498,38.264999,38.365002,36.054577,63124000,6425.930176,6432.379883,6416.299805,6422.75,6422.75,1996680000
206,2017-07-27,38.4375,38.497501,36.825001,37.639999,35.373241,129905200,6459.759766,6460.839844,6318.620117,6382.189941,6382.189941,2501400000
207,2017-07-28,37.4725,37.557499,37.297501,37.375,35.124199,68854800,6350.27002,6379.700195,6337.220215,6374.680176,6374.680176,1877100000
208,2017-07-31,37.474998,37.5825,37.032501,37.182499,34.943283,79383600,6394.689941,6396.589844,6338.790039,6348.120117,6348.120117,1898830000
209,2017-08-01,37.275002,37.555,37.102501,37.512501,35.253414,141474400,6372.160156,6375.75,6345.75,6362.939941,6362.939941,1821780000
210,2017-08-02,39.82,39.9375,39.040001,39.285,36.919163,279747200,6393.100098,6394.209961,6313.430176,6362.649902,6362.649902,2115870000
211,2017-08-03,39.262501,39.302502,38.755001,38.892502,36.550301,108389200,6366.240234,6368.529785,6331.140137,6340.339844,6340.339844,2124100000
212,2017-08-04,39.017502,39.349998,38.922501,39.0975,36.742962,82239600,6350.790039,6361.490234,6329.72998,6351.560059,6351.560059,1908930000
213,2017-08-07,39.264999,39.73,39.1675,39.702499,37.311531,87481200,6361.060059,6386.029785,6356.22998,6383.77002,6383.77002,1704010000
214,2017-08-08,39.650002,40.4575,39.567501,40.02,37.609905,144823600,6373.330078,6423.350098,6355.879883,6370.459961,6370.459961,1931490000
215,2017-08-09,39.814999,40.317501,39.7775,40.264999,37.840153,104526000,6322.919922,6355.040039,6309.439941,6352.330078,6352.330078,2037810000
216,2017-08-10,39.974998,40.0,38.657501,38.830002,36.634876,163217200,6312.649902,6318.279785,6214.410156,6216.870117,6216.870117,2214990000
217,2017-08-11,39.150002,39.642502,39.017502,39.369999,37.144352,105028400,6222.180176,6266.890137,6216.189941,6256.560059,6256.560059,1799780000
218,2017-08-14,39.830002,40.052502,39.6875,39.962502,37.703354,88490800,6306.109863,6346.830078,6305.549805,6340.22998,6340.22998,1702570000
219,2017-08-15,40.165001,40.549999,40.035,40.400002,38.116123,117862000,6350.509766,6350.740234,6324.75,6333.009766,6333.009766,1582560000
220,2017-08-16,40.485001,40.627499,40.037498,40.237499,37.962807,110686400,6348.109863,6374.560059,6330.27002,6345.109863,6345.109863,1809070000
221,2017-08-17,40.130001,40.177502,39.459999,39.465,37.233978,111762400,6322.720215,6334.22998,6221.910156,6221.910156,6221.910156,2052940000
222,2017-08-18,39.465,39.875,39.18,39.375,37.149063,109712400,6222.459961,6254.220215,6193.379883,6216.529785,6216.529785,1968470000
223,2017-08-21,39.375,39.4725,38.7775,39.302502,37.080669,105474000,6216.319824,6226.930176,6177.189941,6213.129883,6213.129883,1582990000
224,2017-08-22,39.557499,40.0,39.505001,39.945,37.686836,86418400,6241.209961,6302.839844,6241.209961,6297.47998,6297.47998,1599760000
225,2017-08-23,39.767502,40.1175,39.720001,39.994999,37.734009,77596400,6263.470215,6291.299805,6263.290039,6278.410156,6278.410156,1535320000
226,2017-08-24,40.107498,40.185001,39.637501,39.817501,37.566544,79275600,6294.819824,6302.850098,6244.569824,6271.330078,6271.330078,1618660000
227,2017-08-25,39.912498,40.139999,39.817501,39.965,37.705715,101920400,6293.810059,6308.720215,6257.100098,6265.640137,6265.640137,1445590000
228,2017-08-28,40.035,40.5,39.982498,40.3675,38.085461,103864000,6286.009766,6292.259766,6267.850098,6283.02002,6283.02002,1565110000
229,2017-08-29,40.025002,40.779999,40.0,40.727501,38.425106,118067600,6228.899902,6311.259766,6228.72998,6301.890137,6301.890137,1639810000
230,2017-08-30,40.950001,40.9725,40.6525,40.837502,38.528889,109078400,6308.680176,6374.470215,6303.569824,6368.310059,6368.310059,1717060000
231,2017-08-31,40.91,41.130001,40.869999,41.0,38.682198,107140400,6385.799805,6435.27002,6383.580078,6428.660156,6428.660156,1889500000
232,2017-09-01,41.200001,41.235001,40.907501,41.012501,38.693996,66364400,6442.169922,6449.649902,6417.870117,6435.330078,6435.330078,1489120000
233,2017-09-05,40.9375,41.0625,40.139999,40.52,38.229336,117874000,6414.819824,6426.509766,6334.589844,6375.569824,6375.569824,1889620000
234,2017-09-06,40.677502,40.747501,40.130001,40.477501,38.189236,86606800,6394.350098,6407.399902,6356.200195,6393.310059,6393.310059,1902720000
235,2017-09-07,40.522499,40.560001,40.09,40.314999,38.035923,87714000,6402.939941,6413.069824,6379.810059,6397.870117,6397.870117,2000910000
236,2017-09-08,40.215,40.287498,39.6325,39.657501,37.415596,114446000,6389.649902,6391.410156,6354.959961,6360.189941,6360.189941,1786070000
237,2017-09-11,40.125,40.512501,39.9725,40.375,38.092537,126323200,6411.180176,6439.109863,6410.709961,6432.259766,6432.259766,1819310000
238,2017-09-12,40.6525,40.990002,39.692501,40.215,37.941574,286856000,6448.810059,6455.029785,6429.540039,6454.279785,6454.279785,1747620000
239,2017-09-13,39.967499,39.990002,39.477501,39.912498,37.656178,179629600,6440.720215,6460.419922,6433.200195,6460.189941,6460.189941,1944630000
240,2017-09-14,39.747501,39.849998,39.522499,39.57,37.333054,95042800,6439.459961,6455.319824,6424.040039,6429.080078,6429.080078,1817840000
241,2017-09-15,39.6175,40.2425,39.5,39.970001,37.71043,196458400,6426.160156,6464.27002,6419.649902,6448.470215,6448.470215,2827910000
242,2017-09-18,40.0275,40.125,39.5,39.6675,37.42503,113077600,6460.100098,6477.77002,6438.410156,6454.640137,6454.640137,1881900000
243,2017-09-19,39.877499,39.942501,39.610001,39.682499,37.439178,83242400,6465.569824,6467.790039,6446.75,6461.319824,6461.319824,1816080000
244,2017-09-20,39.474998,39.564999,38.4575,39.017502,36.811775,211805600,6459.740234,6466.049805,6414.22998,6456.040039,6456.040039,2083580000
245,2017-09-21,38.950001,38.950001,38.1875,38.3475,36.179649,150046800,6448.569824,6448.569824,6405.299805,6422.689941,6422.689941,1779600000
246,2017-09-22,37.884998,38.067501,37.639999,37.9725,35.825851,186581600,6401.439941,6429.540039,6400.810059,6426.919922,6426.919922,1648690000
247,2017-09-25,37.497501,37.9575,37.290001,37.637501,35.509789,177549200,6403.109863,6408.049805,6343.959961,6370.589844,6370.589844,2061150000
248,2017-09-26,37.945,38.48,37.922501,38.285,36.120682,146640000,6391.850098,6405.0,6364.569824,6380.160156,6380.160156,1935990000
249,2017-09-27,38.450001,38.68,38.384998,38.557499,36.377773,102016800,6414.370117,6472.649902,6405.359863,6453.259766,6453.259766,2068400000
250,2017-09-28,38.4725,38.57,38.174999,38.32,36.153702,88022000,6437.959961,6456.22998,6427.660156,6453.450195,6453.450195,1882790000
251,2017-09-29,38.302502,38.532501,38.0,38.529999,36.351833,105199200,6461.279785,6497.97998,6454.859863,6495.959961,6495.959961,1970720000
252,2017-10-02,38.564999,38.612499,38.18,38.452499,36.278725,74795200,6506.080078,6527.220215,6484.140137,6516.720215,6516.720215,1984400000
253,2017-10-03,38.502499,38.772499,38.477501,38.619999,36.436749,64921200,6523.740234,6532.180176,6509.709961,6531.709961,6531.709961,1972760000
254,2017-10-04,38.407501,38.465,38.115002,38.369999,36.200882,80655200,6521.959961,6546.459961,6513.120117,6534.629883,6534.629883,1941470000
255,2017-10-05,38.544998,38.860001,38.512501,38.8475,36.651386,85135200,6552.870117,6587.209961,6547.649902,6585.359863,6585.359863,1888970000
256,2017-10-06,38.7425,38.872501,38.639999,38.825001,36.630154,69630400,6566.950195,6590.180176,6566.839844,6590.180176,6590.180176,1752170000
257,2017-10-09,38.952499,39.182499,38.872501,38.959999,36.75753,65051600,6597.370117,6599.339844,6572.439941,6579.72998,6579.72998,1494160000
258,2017-10-10,39.014999,39.5,38.775002,38.974998,36.771683,62468000,6602.490234,6608.299805,6561.779785,6587.25,6587.25,1802480000
259,2017-10-11,38.9925,39.244999,38.9375,39.137501,36.924995,67622400,6586.72998,6604.209961,6577.990234,6603.549805,6603.549805,1837860000
260,2017-10-12,39.087502,39.342499,38.932499,39.0,36.795261,64500400,6594.759766,6613.5,6586.319824,6591.509766,6591.509766,2020330000
261,2017-10-13,39.182499,39.32,39.102501,39.247501,37.028778,65576800,6613.209961,6616.580078,6602.200195,6605.799805,6605.799805,1761700000
262,2017-10-16,39.474998,40.0,39.412498,39.970001,37.71043,96486000,6622.549805,6632.5,6607.029785,6624.0,6624.0,1632240000
263,2017-10-17,39.945,40.217499,39.807499,40.1175,37.849594,75989200,6621.419922,6628.600098,6613.209961,6623.660156,6623.660156,1653160000
264,2017-10-18,40.105,40.177502,39.900002,39.939999,37.682125,65496800,6634.259766,6635.52002,6613.549805,6624.220215,6624.220215,1738060000
265,2017-10-19,39.1875,39.27,38.755001,38.994999,36.79055,170336800,6583.700195,6605.290039,6558.529785,6605.069824,6605.069824,1847020000
266,2017-10-20,39.1525,39.4375,38.990002,39.0625,36.854225,95896400,6633.370117,6640.029785,6622.919922,6629.049805,6629.049805,1812220000
267,2017-10-23,39.2225,39.422501,38.875,39.0425,36.835365,87937200,6641.569824,6641.569824,6581.149902,6586.830078,6586.830078,1813080000
268,2017-10-24,39.072498,39.355,39.049999,39.275002,37.054726,71028800,6598.609863,6611.899902,6582.060059,6598.430176,6598.430176,1852610000
269,2017-10-25,39.227501,39.387501,38.817501,39.102501,36.891964,84828400,6587.220215,6600.640137,6517.930176,6563.890137,6563.890137,2205790000
270,2017-10-26,39.307499,39.4575,39.195,39.352501,37.127834,68002000,6567.589844,6582.759766,6550.029785,6556.77002,6556.77002,2125640000
271,2017-10-27,39.822498,40.900002,39.674999,40.762501,38.458134,177816800,6635.029785,6708.129883,6625.779785,6701.259766,6701.259766,2414520000
272,2017-10-30,40.9725,42.017502,40.93,41.68,39.323757,178803200,6693.77002,6727.390137,6677.149902,6698.959961,6698.959961,2015920000
273,2017-10-31,41.974998,42.412498,41.735001,42.259998,39.87096,144187200,6713.709961,6737.75,6705.790039,6727.669922,6727.669922,2054220000
